,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pre-Ratings Calculations,,,,,,,Ratings - Price,,,,,,,,,Ratings - Market,,,,,Ratings - Team,,,,,,,,,,,,,,,,Ratings - Business Model,,,,,,,,,Ratings - Performance,,,,,,,,Ratings - Diffrentiation ,,,,,,,,,Overall Ratings (Avg),,,Overall Ratings (Scaled Sum)
Dan,1796828,Lyons Ave Renaissance,01/02/2020 2:18 PM,Buy The Block,https://buytheblock.com/campaign/buying-the-block-in-historic-5th-ward-houston,https://www.sec.gov/Archives/edgar/data/1796828/000179682820000002/xslC_X01/primary_doc.xml,01/17/2020,3204 Lyons Avenue LLC,,Real Estate,Non-Tech,Early,Seed,RegCF,,Equity - Common,,,"$2,660,000",,,Recurring,B2B/B2C,Life Style,Yes,Low,High,No,"$752,222,000,000",$500B-$1T,"$752,222,000,000",$500B-$1T,5.0%,0%-10%,,Low,Low,Similar to others,,,No,No,No,No,$0,$0,"$50,000",0.00%,Pre-Product,,No,0,1,Yes,No,Yes,No,1,2,0,0,,9,1,0,36,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.00,1.00,0.00,36.00,35 - 54,0.00%,,4.9,,,,4.9,Equity - Common,28.6%,Early,,4.7,1.4,3.1,No,,1.9,1.4,1.0,1.4,35 - 54,67%,1,48%,2,14%,Yes,27%,No,Yes,No,,Recurring,37%,B2B/B2C,35%,Low,44%,High,68%,,1.0,1.0,5.0,1.0,2.0,Pre-Product,24%,,1.0,No,76%,,0%,,0%,,,2.5,,12.4,3.0
Dan,1780452,BitiCar,01/02/2020 2:23 PM,CrowdSource Funded,https://crowdsourcefunded.com/offerings/14/cycles/14,https://www.sec.gov/Archives/edgar/data/1780452/000178045220000001/xslC_X01/primary_doc.xml,01/02/2020,"Globocoin 1, LLC",BitiCar,Transportation/Trucking/Railroad,Non-Tech,Early,Pre-Seed,RegCF,,Equity - Common,,,"$25,000,000",,,Transactional,B2C,Life Style,Yes,Low,High,No,"$88,080,000,000",$50B-$100B,"$88,080,000,000",$50B-$100B,20.0%,10%-20%,11,Low,Low,Similar to others,,,No,No,No,No,$0,$48,$0,100.00%,Pre-Product,,No,0,1,No,No,No,No,1,1,0,0,,0,0,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,42.00,35 - 54,100.00%,,4.2,,,,4.2,Equity - Common,28.6%,Early,,3.9,1.7,2.8,No,,1.0,1.0,1.0,1.0,35 - 54,67%,1,48%,1,8%,No,73%,No,No,No,,Transactional,63%,B2C,40%,Low,44%,High,68%,,1.0,1.0,1.0,1.0,1.0,Pre-Product,24%,,1.0,No,76%,,0%,,0%,,,2.0,,10.0,2.1
Dan,1626196,Geoship,01/03/2020 10:28 AM,StartEngine,https://www.startengine.com/geoship,https://www.sec.gov/Archives/edgar/data/1626196/000166516020000157/xslC_X01/primary_doc.xml,02/26/2020,Geoship SPC,Geoship,Real Estate,PropTech,Early,Seed,RegCF,,Equity - Common,,,"$8,996,400",,,Transactional,B2B/B2C,Life Style,Yes,Low,High,No,"$22,290,000,000,000",> $1T,"$22,290,000,000,000",> $1T,9.0%,0%-10%,7,High,High,Obviously better than others,,,Yes,Yes,No,No,$0,"$6,131","$353,664",1.73%,Pre-Product,,Yes,1,2,No,No,No,No,3,5,13,0,,0,0,0,42,No,,0,1,0,37,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,1.00,0.00,39.50,35 - 54,1.73%,,4.7,,,,4.7,Equity - Common,28.6%,Early,,5.0,1.4,3.2,Yes,,1.0,1.4,1.0,1.1,35 - 54,67%,2,41%,5,13%,No,73%,No,No,No,,Transactional,63%,B2B/B2C,35%,Low,44%,High,68%,,1.0,1.0,4.9,1.1,2.0,Pre-Product,24%,,5.0,Yes,24%,,0%,,0%,,,3.2,,16.1,4.4
Dan,1446275,LiquidPiston,01/03/2020 10:31 AM,StartEngine,https://www.startengine.com/liquidpiston,https://www.sec.gov/Archives/edgar/data/1446275/000166516020000007/xslC_X01/primary_doc.xml,01/02/2020,"LiquidPiston, LLC",LiquidPiston,Transportation/Trucking/Railroad,CleanTech,Growth,Series C,RegCF,,Equity - Common,,,"$51,633,010",,,Transactional,B2B/B2C,High Growth,Yes,Low,High,Yes,"$218,500,000,000",$100B-$250B,"$218,500,000,000",$100B-$250B,5.0%,0%-10%,25,High,High,Obviously better than others,,,Yes,Yes,Yes,Yes,"$2,840,294","$79,142","$21,865,751",0.36%,Pre-Profit,,Yes,2,2,Yes,No,No,No,4,19,0,0,,9,0,0,39,Yes,,16,0,0,67,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.50,0.00,0.00,53.00,35 - 54,0.36%,,3.3,,,,3.3,Equity - Common,28.6%,Growth,,4.1,1.4,2.8,Yes,,2.2,1.0,1.0,1.4,35 - 54,67%,2,41%,19,2%,Yes,27%,No,No,No,,Transactional,63%,B2B/B2C,35%,Low,44%,High,68%,,5.0,1.6,5.0,5.0,4.2,Pre-Profit,49%,,5.0,Yes,24%,,0%,,0%,,,3.3,,16.6,4.6
Dan,1777274,Oracle Health,01/06/2020 11:23 AM,Microventures,https://app.microventures.com/crowdfunding/oracle-health,https://www.sec.gov/Archives/edgar/data/1777274/000177727420000004/xslC_X01/primary_doc.xml,02/26/2020,Oracle Health Inc.,Oracle Health,Medical Device,MedTech,Early,Seed,RegCF,,SAFE,,,,"$5,000,000",20%,Transactional,B2B/B2C,High Growth,Yes,High,Low,Yes,"$21,450,000,000",$10B-$25B,"$21,450,000,000",$10B-$25B,4.0%,0%-10%,20,High,High,Obviously better than others,,,Yes,Yes,No,No,$0,"$5,508","$60,000",9.18%,Pre-Revenue,,Yes,1,1,Yes,No,Yes,No,2,1,6,0,,13,0,0,42,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00,0.00,0.00,42.00,35 - 54,9.18%,,4.8,3.1,,,4.0,SAFE,36.5%,Early,,3.3,1.4,2.4,Yes,,2.2,1.0,1.0,1.4,35 - 54,67%,1,48%,1,8%,Yes,27%,No,Yes,No,,Transactional,63%,B2B/B2C,35%,High,56%,Low,32%,,1.0,1.0,4.6,1.0,1.9,Pre-Revenue,22%,,5.0,Yes,24%,,0%,,0%,,,2.9,,14.6,3.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olivia,1806194,Brambler Boutique,,Honeycomb,https://app.honeycombcredit.com/en/projects/11357-Brambler-Boutique,https://www.sec.gov/Archives/edgar/data/1806194/000180619420000001/xslC_X01/primary_doc.xml,3/10/2020,Poppet LLC,Brambler Boutique,Consumer Goods,Non-Tech,Early,Pre-Seed,RegCF,,Debt,,$0,,,,Transactional,B2C,Life Style,No,Low,High,No,"$203,000,000,000",$100B-$250B,"$5,890,000,000",$5B-$10B,6.2%,,25,High,Low,Similar to others,Low,High,Yes,No,Yes,Yes,"$226,084",$927,$0,100.00%,Profitable,,No,0,2,No,Yes,Yes,No,4,3,0,0,,2,0,0,36,No,,0,1,0,36,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olivia,1802569,Xin Chao,02/20/2020 2:09 PM,NextSeed,https://www.nextseed.com/offerings/xin-chao,https://www.sec.gov/Archives/edgar/data/1802569/000180256920000001/xslC_X01/primary_doc.xml,2/20/2020,Xin Chao LLC,Xin Chao,Food & Beverages,Non-Tech,Early,Pre-Seed,RegCF,,Debt,,$0,,,,Transactional,B2C,Life Style,No,Low,High,No,"$899,000,000,000",$500B-$1T,"$36,700,000,000",$25B-$50B,9.5%,,10,High,Low,Similar to others,Low,High,No,No,No,No,$0,$0,$0,100.00%,Pre-Revenue,,No,0,2,No,Yes,Yes,Yes,2,3,0,0,,10,0,0,40,Yes,,7,0,0,30,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olivia,1798432,Hot Oven Cookies,,MainVest,https://mainvest.com/businesses/hot-oven-cookies/overview,https://www.sec.gov/Archives/edgar/data/1798432/000174605920000092/xslC_X01/primary_doc.xml,3/25/2020,"HOT OVEN COOKIES, LLC",Hot Oven Cookies,Food & Beverages,Non-Tech,Early,Pre-Seed,RegCF,,Revenue Share,$2,,,,,Transactional,B2C,Life Style,No,High,Low,No,"$30,620,000,000",$25B-$50B,"$2,500,000,000",$1B-$5B,5.3%,,5,High,Low,Similar to others,Low,High,No,No,No,No,$0,$0,$0,100.00%,Pre-Revenue,,No,0,1,No,Yes,No,No,1,1,0,0,,0,0,0,44,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olivia,1807625,Aloha Tropical Bowls,,MainVest,https://mainvest.com/businesses/aloha-tropical-bowls/overview,https://www.sec.gov/Archives/edgar/data/1807625/000174605920000090/xslC_X01/primary_doc.xml,3/25/2020,"ALOHA TROPICAL BOWLS, LLC",Aloha Tropical Bowls,Food & Beverages,Non-Tech,Early,Pre-Seed,RegCF,,Revenue Share,$1,,,,,Transactional,B2C,Life Style,No,High,Low,No,"$1,100,000,000",$1B-$5B,"$892,600,000",$500M-$1B,12.4%,,1,High,Low,Similar to others,Low,High,No,No,No,No,$0,$0,$0,100.00%,Pre-Revenue,,No,0,1,No,No,No,No,0,1,0,0,,15,0,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olivia,1807638,Smokey Vale,,MainVest,https://mainvest.com/businesses/smokey-vale/overview,https://www.sec.gov/Archives/edgar/data/1807638/000174605920000093/xslC_X01/primary_doc.xml,3/26/2020,Smokey Vale LLC,Smokey Vale,Consumer Services,Non-Tech,Early,Pre-Seed,RegCF,,Revenue Share,$2,,,,,Transactional,B2C,Life Style,No,Low,High,No,"$87,900,000,000",$50B-$100B,"$3,700,000,000",$1B-$5B,1.8%,,5,High,Low,Similar to others,Low,High,No,No,No,No,$0,$0,$0,100.00%,Pre-Revenue,,No,0,1,No,No,No,No,0,1,0,0,,20,0,0,42,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iliass,1787344,Celebrate with Sarah Hospitality,09/12/2019 9:55 AM,WeFunder,https://wefunder.com/celebratewithsarah,https://www.sec.gov/Archives/edgar/data/1787344/000167025419000501/xslC_X01/primary_doc.xml,09/04/2019,CWS Hospitality LLC,Celebrate with Sarah,Hospitality,Non-Tech,Early,Pre-Seed,RegCF,,Revenue Share,$2,,,,,Transactional,B2B/B2C,Life Style,No,Low,High,No,"$707,200,000",$500M-$1B,"$47,146,667",$25M-$50M,9.2%,,100,Low,Low,Similar to others,Low,High,Yes,No,No,No,$0,$0,$0,100.00%,Pre-Product,,No,0,1,No,Yes,No,No,2,2,0,0,,4,0,0,31,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iliass,1796230,True Wines,12/10/2019 2:02 PM,MainVest,https://mainvest.com/businesses/true-wines,https://www.sec.gov/Archives/edgar/data/1796230/000174605919000091/xslC_X01/primary_doc.xml,12/10/2019,True Wines LLC,True Wines,Food & Beverages,Non-Tech,Early,Pre-Seed,RegCF,,Revenue Share,$2,,,,,Transactional,B2B/B2C,Life Style,No,Low,High,No,"$63,100,000,000",$50B-$100B,"$4,000,000",< $25M,3.3%,,100,Low,Low,Similar to others,Low,High,No,No,No,No,$0,$0,$0,100.00%,Pre-Product,,No,0,2,No,Yes,Yes,No,0,2,0,0,,0,0,0,42,No,,0,0,0,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iliass,1802485,The Upperow,02/24/2020 11:35 AM,Honeycomb,https://app.honeycombcredit.com/en/projects/11325-The-Upper-Row,https://www.sec.gov/Archives/edgar/data/1802485/000180248520000001/xslC_X01/primary_doc.xml,02/19/2020,Upper Row LLC,The Upper Row,Apparel & Fashion,Non-Tech,Early,Seed,RegCF,,Debt,,$0,,,,Transactional,B2C,Life Style,No,Low,Low,No,"$2,500,000,000",$1B-$5B,"$25,000,000",$25M-$50M,12.0%,,100,Low,Low,Similar to others,Low,High,No,No,Yes,Yes,"$42,999","$1,019",$0,100.00%,Pre-Profit,,No,0,2,No,Yes,Yes,No,3,3,0,0,,1,0,0,51,No,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
